Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2009,09,001000,013,    ,  ,01080 ,3036 ,278,25540, , ,06232      ,1,1,11,Andover town,4,4,819000,0,0,0,0,0,0,0,0,0,4,4,819000,0,0,0,0,0,0,0,0,0
2009,09,005000,009,0020,01150 ,01220 ,18554 ,408,35300,2, ,064011855  ,1,1,11,Ansonia,2,2,321000,0,0,0,0,0,0,0,0,0,1,1,220000,0,0,0,0,0,0,0,0,0
2009,09,009000,015,    ,  ,01430 ,4098 ,999,99999, , ,06278      ,1,1,12,Ashford town,9,9,1668200,0,0,0,0,0,0,0,0,0,9,9,1668200,0,0,0,0,0,0,0,0,0
2009,09,013000,003,    ,  ,02060 ,15832 ,278,25540, , ,06001      ,1,1,12,Avon town,9,9,3403070,0,0,0,1,4,260000,5,103,10219500,9,9,3403070,0,0,0,1,4,260000,5,103,10219500
2009,09,021000,005,    ,  ,02760 ,3494 ,999,99999, , ,060633340  ,1,1,12,Barkhamsted town,3,3,712800,0,0,0,0,0,0,0,0,0,3,3,712800,0,0,0,0,0,0,0,0,0
2009,09,025000,009,    ,  ,03250 ,5246 ,408,35300, , ,06403      ,1,1,12,Beacon Falls town,28,28,2703110,0,0,0,0,0,0,0,0,0,28,28,2703110,0,0,0,0,0,0,0,0,0
2009,09,029000,003,    ,  ,04300 ,18215 ,278,25540, , ,06037      ,1,1,11,Berlin town,49,49,6212772,0,0,0,0,0,0,0,0,0,46,46,5800818,0,0,0,0,0,0,0,0,0
2009,09,033000,009,    ,  ,04580 ,5040 ,408,35300, , ,06524      ,1,1,12,Bethany town,5,5,1452125,0,0,0,0,0,0,0,0,0,5,5,1452125,0,0,0,0,0,0,0,0,0
2009,09,037000,001,    ,  ,04720 ,18067 ,408,14860, , ,06801      ,1,1,12,Bethel town,47,47,9951073,0,0,0,0,0,0,0,0,0,47,47,9951073,0,0,0,0,0,0,0,0,0
2009,09,041000,005,    ,  ,04930 ,3422 ,999,99999, , ,06751      ,1,1,12,Bethlehem town,7,7,1527000,0,0,0,0,0,0,0,0,0,7,7,1527000,0,0,0,0,0,0,0,0,0
2009,09,045000,003,    ,  ,05910 ,19587 ,278,25540, , ,06002      ,1,1,12,Bloomfield town,19,19,3253444,0,0,0,0,0,0,0,0,0,19,19,3253444,0,0,0,0,0,0,0,0,0
2009,09,049000,013,    ,  ,06260 ,5017 ,278,25540, , ,06043      ,1,1,12,Bolton town,6,6,1541439,0,0,0,0,0,0,0,0,0,6,6,1541439,0,0,0,0,0,0,0,0,0
2009,09,053000,011,    ,  ,06820 ,2357 ,999,35980, , ,06334      ,1,1,12,Bozrah town,1,1,388000,0,0,0,0,0,0,0,0,0,1,1,388000,0,0,0,0,0,0,0,0,0
