Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2024,01,001000,067,0020,00124 ,00000 ,2553 ,222,20020, , ,36310      ,3,6,0,Abbeville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,01,002000,073,0030,00460 ,00000 ,4211 ,142,13820, , ,35005      ,3,6,0,Adamsville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,01,005000,117,0025,00820 ,00000 ,33701 ,142,13820, , ,35007      ,3,6,12,Alabaster,107,107,26290973,0,0,0,0,0,0,0,0,0,107,107,26290973,0,0,0,0,0,0,0,0,0
2024,01,006000,095,0030,00988 ,00000 ,21777 ,290,10700, ,2,35950      ,3,6,1,Albertville,58,58,9649647,1,2,200000,0,0,0,0,0,0,13,13,2270000,1,2,200000,0,0,0,0,0,0
2024,01,007000,123,0035,01132 ,00000 ,14142 ,194,10760, ,2,350100552  ,3,6,12,Alexander City,76,76,67229766,0,0,0,0,0,0,0,0,0,76,76,67229766,0,0,0,0,0,0,0,0,0
2024,01,008000,107,0040,01228 ,00000 ,2231 ,999,46220, , ,35442      ,3,6,12,Aliceville,1,1,444000,0,0,0,0,0,0,0,0,0,1,1,444000,0,0,0,0,0,0,0,0,0
2024,01,012000,039,0055,01708 ,00000 ,8677 ,999,99999, , ,36420      ,3,6,4,Andalusia,8,8,2236055,0,0,0,0,0,0,0,0,0,3,3,540000,0,0,0,0,0,0,0,0,0
2024,01,014000,015,0060,01852 ,00000 ,21090 ,999,11500, ,1,36202      ,3,6,0,Anniston,11,11,3206896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,01,016000,095,0065,02116 ,00000 ,8384 ,290,10700,2, ,35016      ,3,6,7,Arab,38,38,6245948,0,0,0,0,0,0,0,0,0,32,32,4786160,0,0,0,0,0,0,0,0,0
2024,01,017000,083,0070,02260 ,00000 ,1513 ,290,26620, , ,35739      ,3,6,12,Ardmore town,2,2,432500,1,2,299400,0,0,0,0,0,0,2,2,432500,1,2,299400,0,0,0,0,0,0
2024,01,022000,069,0080,02836 ,00000 ,2202 ,222,20020,2, ,363120428  ,3,6,0,Ashford,32,32,7113743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,01,023000,027,0085,02860 ,00000 ,1872 ,999,99999, , ,36251      ,3,6,0,Ashland,3,3,112500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,01,024000,115,0090,02908 ,00000 ,2396 ,142,13820, , ,35953      ,3,6,12,Ashville,4,4,900176,0,0,0,0,0,0,0,0,0,4,4,900176,0,0,0,0,0,0,0,0,0
