Survey,State,6-Digit,County,Place,MSA/,PMSA,Central,Zip,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,CMSA,Code,City,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2002,01,001000,067,0005,9999,9999, ,36310      ,3,6,12,,Abbeville,1,1,140000,0,0,0,0,0,0,0,0,0,1,1,140000,0,0,0,0,0,0,0,0,0
2002,01,002000,073,0010,1000,9999, ,35005      ,3,6,0,,Adamsville,7,7,860071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,005000,117,0025,1000,9999, ,35007      ,3,6,11,,Alabaster,235,235,22267077,0,0,0,0,0,0,0,0,0,216,216,20423933,0,0,0,0,0,0,0,0,0
2002,01,006000,095,0030,9999,9999, ,35950      ,3,6,12,,Albertville,87,87,11722300,0,0,0,3,10,925000,7,53,3041741,87,87,11722300,0,0,0,3,10,925000,7,53,3041741
2002,01,007000,123,0035,9999,9999, ,35010      ,3,6,12,,Alexander City,23,23,2997320,0,0,0,0,0,0,0,0,0,23,23,2997320,0,0,0,0,0,0,0,0,0
2002,01,008000,107,0040,9999,9999, ,35442      ,3,6,12,,Aliceville,3,3,193000,0,0,0,0,0,0,0,0,0,3,3,193000,0,0,0,0,0,0,0,0,0
2002,01,012000,039,0055,9999,9999, ,36420      ,3,6,12,,Andalusia,12,12,1125800,0,0,0,0,0,0,0,0,0,12,12,1125800,0,0,0,0,0,0,0,0,0
2002,01,014000,015,0060,0450,9999,1,36202      ,3,6,0,,Anniston,26,26,1663888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,016000,095,0065,9999,9999, ,35016      ,3,6,12,,Arab,31,31,3302226,0,0,0,0,0,0,0,0,0,31,31,3302226,0,0,0,0,0,0,0,0,0
2002,01,017000,083,0070,3440,9999, ,38449      ,3,6,12,,Ardmore town,6,6,355000,0,0,0,0,0,0,0,0,0,6,6,355000,0,0,0,0,0,0,0,0,0
2002,01,020000,045,0075,2180,9999, ,36311      ,3,6,0,,Ariton town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,022000,069,0080,2180,9999, ,36312      ,3,6,12,,Ashford,12,12,917000,0,0,0,0,0,0,0,0,0,12,12,917000,0,0,0,0,0,0,0,0,0
2002,01,023000,027,0085,9999,9999, ,36251      ,3,6,12,,Ashland,1,1,160000,0,0,0,0,0,0,0,0,0,1,1,160000,0,0,0,0,0,0,0,0,0
2002,01,024000,115,0090,1000,9999, ,35953      ,3,6,0,,Ashville town,8,8,882286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,025000,083,0095,3440,9999, ,35611      ,3,6,12,,Athens,90,90,12446397,0,0,0,0,0,0,3,108,2640000,90,90,12446397,0,0,0,0,0,0,3,108,2640000
2002,01,026000,053,0100,9999,9999, ,36504      ,3,6,12,,Atmore,4,4,302460,0,0,0,0,0,0,0,0,0,4,4,302460,0,0,0,0,0,0,0,0,0
2002,01,027000,055,0105,2880,9999, ,35954      ,3,6,0,,Attalla,8,8,897143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,028000,081,0110,0580,9999,1,36830      ,3,6,11,,Auburn,330,330,50155115,44,88,4888399,13,51,3516322,55,668,34707727,306,306,46906988,42,84,4652469,13,51,3516322,52,627,32686348
2002,01,031000,069,0120,2180,9999, ,36312      ,3,6,12,,Avon town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,034000,003,    ,5160,9999, ,36535      ,3,6,12,,Baldwin County Unincorporated Area,888,888,120114683,3,6,529990,0,0,0,0,0,0,888,888,120114683,3,6,529990,0,0,0,0,0,0
2002,01,037000,003,0135,5160,9999, ,36507      ,3,6,0,,Bay Minette,10,10,1367300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,038000,097,0140,5160,9999, ,36509      ,3,6,12,,Bayou La Batre,10,10,911420,0,0,0,0,0,0,0,0,0,10,10,911420,0,0,0,0,0,0,0,0,0
2002,01,043000,085,0167,9999,9999, ,36785      ,3,6,0,,Benton town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,045000,073,0175,1000,9999, ,35020      ,3,6,0,,Bessemer,51,51,4680459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,048000,073,0185,1000,9999,1,35203      ,3,6,12,,Birmingham,188,188,25489678,1,2,104832,7,22,1659789,4,52,2510899,188,188,25489678,1,2,104832,7,22,1659789,4,52,2510899
2002,01,052000,009,0195,1000,9999, ,35031      ,3,6,12,,Blountsville town,5,5,561445,0,0,0,0,0,0,0,0,0,5,5,561445,0,0,0,0,0,0,0,0,0
2002,01,056000,095,0210,9999,9999, ,35957      ,3,6,12,,Boaz,20,20,1908500,0,0,0,0,0,0,0,0,0,20,20,1908500,0,0,0,0,0,0,0,0,0
2002,01,059000,115,0233,1000,9999, ,351204410  ,3,6,0,,Branchville town,11,11,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,060000,041,0235,9999,9999, ,36009      ,3,6,12,,Brantley town,2,2,350000,0,0,0,0,0,0,0,0,0,2,2,350000,0,0,0,0,0,0,0,0,0
2002,01,062000,053,0245,9999,9999, ,36427      ,3,6,12,,Brewton,9,9,696999,0,0,0,0,0,0,0,0,0,9,9,696999,0,0,0,0,0,0,0,0,0
2002,01,063000,071,0250,9999,9999, ,35740      ,3,6,0,,Bridgeport,7,7,354666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,064000,073,0255,1000,9999, ,35020      ,3,6,12,,Brighton,1,1,122000,0,0,0,0,0,0,0,0,0,1,1,122000,0,0,0,0,0,0,0,0,0
2002,01,066000,073,0265,1000,9999, ,35036      ,3,6,12,,Brookside town,6,6,658235,0,0,0,0,0,0,0,0,0,6,6,658235,0,0,0,0,0,0,0,0,0
2002,01,068000,109,0275,9999,9999, ,36010      ,3,6,12,,Brundidge,2,2,158000,0,0,0,0,0,0,2,24,876000,2,2,158000,0,0,0,0,0,0,2,24,876000
