Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8599,0040,9999, ,ABILENE TX MSA. . . . . . . . . .,385,385,32929,4,8,268,0,0,0,1,65,3000,348,348,31190,4,8,268,0,0,0,1,65,3000
8599,0120,9999, ,ALBANY GA MSA . . . . . . . . . .,406,406,17991,38,76,2063,14,56,1201,7,42,808,406,406,17991,38,76,2063,14,56,1201,7,42,808
8599,0160,9999, ,ALBANY-SCHENECTADY-TROY NY MSA. .,3461,3461,212664,152,304,9891,72,254,5692,97,983,17586,2872,2872,179013,128,256,8294,38,138,4071,90,948,16961
8599,0200,9999, ,ALBUQUERQUE NM MSA. . . . . . . .,2727,2727,190970,9,18,428,30,117,2987,191,3212,76255,2727,2727,190970,9,18,428,30,117,2987,191,3212,76255
8599,0220,9999, ,ALEXANDRIA LA MSA . . . . . . . .,395,395,18530,0,0,0,7,28,472,10,212,4638,395,395,18530,0,0,0,7,28,472,10,212,4638
8599,0240,9999, ,ALLENTOWN-BETHLEHEM PA-NJ MSA . .,2949,2949,174941,10,20,622,51,198,8485,22,279,6613,2858,2858,172461,10,20,622,51,198,8485,22,279,6613
8599,0280,9999, ,ALTOONA PA MSA. . . . . . . . . .,168,168,7454,11,22,538,0,0,0,0,0,0,152,152,7039,11,22,538,0,0,0,0,0,0
8599,0320,9999, ,AMARILLO TX MSA . . . . . . . . .,542,542,39345,34,68,3078,0,0,0,4,251,11322,542,542,39345,34,68,3078,0,0,0,4,251,11322
8599,0380,9999, ,ANCHORAGE AK MSA. . . . . . . . .,1467,1467,153933,70,140,11492,71,265,18250,67,584,37210,1467,1467,153933,70,140,11492,71,265,18250,67,584,37210
8599,0400,9999, ,ANDERSON IN MSA . . . . . . . . .,100,100,5635,1,2,160,1,4,250,1,21,500,100,100,5635,1,2,160,1,4,250,1,21,500
8599,0405,9999, ,ANDERSON SC MSA . . . . . . . . .,661,661,30133,35,70,1728,33,127,3980,23,335,7473,660,660,29994,35,70,1728,33,127,3980,21,324,7214
8599,0450,9999, ,ANNISTON AL MSA . . . . . . . . .,160,160,7939,2,4,75,0,0,0,1,24,300,99,99,4338,2,4,75,0,0,0,1,24,300
8599,0460,9999, ,APPLETON-OSHKOSH-NEENAH WI MSA. .,922,922,54654,152,304,9682,25,95,3124,62,902,24388,814,814,50219,134,268,8954,16,63,2412,47,749,21585
8599,0480,9999, ,ASHVILLE NC MSA . . . . . . . . .,834,834,40461,67,134,4360,51,194,4611,49,505,10014,834,834,40461,67,134,4360,51,194,4611,49,505,10014
8599,0500,9999, ,ATHENS GA MSA . . . . . . . . . .,776,776,43354,90,180,4594,18,59,2066,55,556,13367,763,763,42654,90,180,4594,18,59,2066,55,556,13367
8599,0520,9999, ,ATLANTA GA MSA. . . . . . . . . .,32432,32432,1739217,920,1840,44942,165,617,19499,1124,15214,392310,32364,32364,1735457,888,1776,44230,164,614,19465,1121,15199,392079
8599,0560,9999, ,ATLANTIC CITY NJ MSA. . . . . . .,2096,2096,102986,411,822,44904,38,143,5986,119,1995,113875,2092,2092,102723,411,822,44904,38,143,5986,119,1995,113875
8599,0600,9999, ,AUGUSTA GA-SC MSA . . . . . . . .,3033,3033,146094,63,126,3253,126,500,8175,130,1652,32999,3023,3023,145570,63,126,3253,126,500,8175,128,1642,32759
8599,0640,9999, ,AUSTIN TX MSA . . . . . . . . . .,5634,5634,429539,496,992,41255,122,475,20196,197,8886,196938,5420,5420,417912,496,992,41255,122,475,20196,197,8886,196938
8599,0680,9999, ,BAKERSFIELD CA MSA. . . . . . . .,2829,2829,179296,114,228,7982,234,852,31376,119,1298,43441,2829,2829,179296,114,228,7982,234,852,31376,119,1298,43441
8599,0720,9999, ,BALTIMORE MD MSA. . . . . . . . .,15352,15352,825825,1,2,56,57,228,7352,166,3956,129062,15352,15352,825825,1,2,56,57,228,7352,166,3956,129062
8599,0730,9999, ,BANGOR ME MSA . . . . . . . . . .,183,183,9859,10,20,488,22,84,2259,7,37,906,170,170,9258,10,20,488,22,84,2259,4,22,600
8599,0760,9999, ,BATON ROUGE LA MSA. . . . . . . .,1670,1670,101557,26,52,1868,134,486,17713,82,757,21067,1670,1670,101557,26,52,1868,134,486,17713,82,757,21067
8599,0780,9999, ,BATTLE CREEK MI MSA . . . . . . .,80,80,4742,0,0,0,0,0,0,0,0,0,67,67,4363,0,0,0,0,0,0,0,0,0
8599,0840,9999, ,BEAUMONT-PORT ARTHUR TX MSA . . .,575,575,28961,5,10,325,2,8,244,28,292,5300,575,575,28961,5,10,325,2,8,244,28,292,5300
8599,0860,9999, ,BELLINGHAM WA MSA . . . . . . . .,362,362,18706,1,2,50,7,24,497,14,113,3465,224,224,11950,1,2,50,3,12,328,2,22,674
