Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202110,104,10580,C,Albany-Schenectady-Troy  NY ,1189,1189,350696,16,32,6770,11,40,5087,45,1058,147518,855,855,258939,13,26,5626,2,6,640,30,924,136431
202110,104,24020, ,Glens Falls  NY ,210,210,55049,0,0,0,0,0,0,11,128,37187,127,127,34658,0,0,0,0,0,0,11,128,37187
202110,106,10740,C,Albuquerque  NM ,2203,2203,558821,26,52,9669,6,24,2602,45,1101,82915,2070,2070,524880,26,52,9669,6,24,2602,33,1025,79748
202110,106,42140,C,Santa Fe  NM ,197,197,52402,0,0,0,0,0,0,38,612,67355,197,197,52402,0,0,0,0,0,0,38,612,67355
202110,107,11020, ,Altoona  PA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,108,11100, ,Amarillo  TX ,450,450,106883,8,16,2055,0,0,0,0,0,0,450,450,106883,8,16,2055,0,0,0,0,0,0
202110,118,11540, ,Appleton  WI ,408,408,143475,32,64,12085,0,0,0,58,598,54922,408,408,143475,32,64,12085,0,0,0,58,598,54922
202110,118,36780, ,Oshkosh-Neenah  WI ,235,235,74926,21,42,7090,0,0,0,31,459,43488,235,235,74926,21,42,7090,0,0,0,31,459,43488
202110,120,11700, ,Asheville  NC ,1996,1996,664340,3,6,940,0,0,0,36,778,90009,647,647,240882,3,6,940,0,0,0,0,0,0
202110,122,12020, ,Athens-Clarke County  GA ,306,306,103666,8,16,1620,12,46,5875,40,761,87602,306,306,103666,8,16,1620,12,46,5875,40,761,87602
202110,122,12060, ,Atlanta-Sandy Springs-Alpharetta  GA ,27283,27283,6437807,34,68,11421,41,142,30646,220,4385,667104,23143,23143,5469355,33,66,11211,37,130,29180,192,4216,639194
202110,122,23580, ,Gainesville  GA ,807,807,188400,1,2,175,3,10,1433,16,433,53057,189,189,40504,1,2,175,3,10,1433,16,433,53057
202110,122,40660,C,Rome  GA ,171,171,58447,0,0,0,0,0,0,0,0,0,171,171,58447,0,0,0,0,0,0,0,0,0
202110,140,13460,C,Bend  OR ,1556,1556,494239,45,90,13159,5,16,1453,39,701,85055,1115,1115,384386,28,56,8217,3,9,540,24,550,67258
202110,142,13820,C,Birmingham-Hoover  AL ,3076,3076,877093,1,2,2600,1,3,300,6,544,43666,1819,1819,439065,1,2,2600,1,3,300,6,544,43666
202110,144,14020,C,Bloomington  IN ,204,204,55836,6,12,1500,3,10,1444,21,1157,119977,0,0,0,0,0,0,0,0,0,0,0,0
202110,145,14010, ,Bloomington  IL ,124,124,26772,7,14,1022,0,0,0,5,62,3830,124,124,26772,7,14,1022,0,0,0,5,62,3830
202110,146,14100,C,Bloomsburg-Berwick  PA ,78,78,23332,0,0,0,0,0,0,1,48,4445,40,40,13725,0,0,0,0,0,0,1,48,4445
202110,147,14260,C,Boise City  ID ,7017,7017,1837236,31,62,11805,136,542,63677,145,2572,316190,6371,6371,1603428,30,60,11439,136,542,63677,144,2567,315275
202110,148,12700, ,Barnstable Town  MA ,77,77,37441,1,2,250,0,0,0,0,0,0,58,58,29717,1,2,250,0,0,0,0,0,0
202110,148,14460,C,Boston-Cambridge-Newton  MA-NH ,4174,4174,1434713,194,388,87931,79,258,48568,508,8385,1313561,1930,1930,802910,111,222,51185,58,192,36998,108,3912,781068
202110,148,31700, ,Manchester-Nashua  NH ,301,301,73766,11,22,4016,0,0,0,2,32,6000,174,174,52926,5,10,2197,0,0,0,2,32,6000
202110,148,39300,C,Providence-Warwick  RI-MA ,1493,1493,365245,72,144,19078,23,87,9063,13,151,12745,644,644,176437,29,58,11295,17,67,6868,3,26,2299
202110,148,49340, ,Worcester  MA-CT ,139,139,38974,0,0,0,0,0,0,0,0,0,88,88,25343,0,0,0,0,0,0,0,0,0
202110,150,14540, ,Bowling Green  KY ,940,940,206410,6,12,1200,0,0,0,73,858,83809,940,940,206410,6,12,1200,0,0,0,73,858,83809
202110,154,15180, ,Brownsville-Harlingen  TX ,1127,1127,111596,34,68,5915,9,29,3157,12,142,12574,0,0,0,0,0,0,0,0,0,0,0,0
202110,160,15380,C,Buffalo-Cheektowaga  NY ,869,869,326818,20,40,6715,9,35,20176,36,384,60000,734,734,293970,17,34,5815,9,35,20176,18,162,17816
202110,162,15540, ,Burlington-South Burlington  VT ,254,254,81930,21,42,8700,2,7,978,20,145,16647,73,73,22087,4,8,2006,1,4,523,0,0,0
202110,163,15980,C,Cape Coral-Fort Myers  FL ,9351,9351,2050121,226,452,49132,17,67,19129,58,1497,142889,9342,9342,2037524,226,452,49132,17,67,19129,58,1497,142889
202110,163,34940, ,Naples-Marco Island  FL ,3544,3544,1108583,7,14,4858,34,128,22402,64,1945,400799,3544,3544,1108583,7,14,4858,34,128,22402,64,1945,400799
202110,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,168,16300, ,Cedar Rapids  IA ,331,331,59031,31,62,8814,2,8,1237,12,250,23207,331,331,59031,31,62,8814,2,8,1237,12,250,23207
202110,168,26980, ,Iowa City  IA ,328,328,88522,5,10,1799,7,25,5990,9,206,29322,306,306,85381,4,8,1498,7,25,5990,9,206,29322
202110,170,16620, ,Charleston  WV ,168,168,18647,1,2,180,0,0,0,1,40,4755,136,136,16853,1,2,180,0,0,0,1,40,4755
202110,170,26580, ,Huntington-Ashland  WV-KY-OH ,215,215,41434,1,2,600,1,4,230,0,0,0,47,47,10600,1,2,600,1,4,230,0,0,0
