Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202308,104,10580,C,Albany-Schenectady-Troy  NY ,666,666,240066,17,34,7406,10,38,6768,42,614,74614,426,426,155991,7,14,2136,7,27,4768,14,416,48652
202308,104,24020,C,Glens Falls  NY ,136,136,45259,1,2,346,0,0,0,1,6,850,135,135,44955,1,2,346,0,0,0,1,6,850
202308,106,10740,C,Albuquerque  NM ,1305,1305,323793,0,0,0,0,0,0,11,506,43018,1116,1116,268817,0,0,0,0,0,0,11,506,43018
202308,106,42140,C,Santa Fe  NM ,207,207,63219,1,2,295,0,0,0,1,33,3749,0,0,0,0,0,0,0,0,0,0,0,0
202308,107,11020,C,Altoona  PA ,42,42,14184,1,2,458,1,4,400,0,0,0,17,17,7617,1,2,458,1,4,400,0,0,0
202308,108,11100,C,Amarillo  TX ,386,386,105490,21,42,6107,1,4,572,11,55,7581,358,358,98258,21,42,6107,1,4,572,11,55,7581
202308,118,11540,C,Appleton  WI ,354,354,132008,17,34,6790,1,4,555,18,268,23253,314,314,118885,16,32,6449,1,4,555,12,228,19787
202308,118,36780,C,Oshkosh-Neenah  WI ,165,165,64391,3,6,580,0,0,0,0,0,0,144,144,54722,3,6,580,0,0,0,0,0,0
202308,120,11700,C,Asheville  NC ,1750,1750,692014,9,18,2462,0,0,0,31,703,107296,662,662,282517,9,18,2462,0,0,0,1,43,5275
202308,122,12020,C,Athens-Clarke County  GA ,514,514,172126,17,34,5849,11,33,2892,7,142,21102,375,375,131437,17,34,5849,11,33,2892,7,142,21102
202308,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,16894,16894,4548639,40,80,19699,33,119,20006,242,11384,1626300,15363,15363,4141932,39,78,19253,31,111,18483,234,11258,1611228
202308,122,23580,C,Gainesville  GA ,822,822,182068,2,4,350,6,23,2118,10,70,6007,228,228,41428,2,4,350,6,23,2118,10,70,6007
202308,122,40660,C,Rome  GA ,209,209,43563,0,0,0,0,0,0,0,0,0,209,209,43563,0,0,0,0,0,0,0,0,0
202308,140,13460,C,Bend  OR ,833,833,317596,36,72,18004,2,7,1463,18,541,90910,833,833,317596,36,72,18004,2,7,1463,18,541,90910
202308,142,13820,C,Birmingham-Hoover  AL ,2076,2076,625621,10,20,10716,1,4,646,2,40,5500,1821,1821,547588,10,20,10716,1,4,646,2,40,5500
202308,144,14020,C,Bloomington  IN ,180,180,58844,0,0,0,0,0,0,3,60,9200,92,92,32908,0,0,0,0,0,0,3,60,9200
202308,145,14010,C,Bloomington  IL ,124,124,36687,25,50,7201,0,0,0,0,0,0,65,65,20383,25,50,7201,0,0,0,0,0,0
202308,146,14100,C,Bloomsburg-Berwick  PA ,67,67,17492,2,4,520,0,0,0,2,11,998,30,30,7994,2,4,520,0,0,0,0,0,0
202308,147,14260,C,Boise City  ID ,4433,4433,1160473,15,30,4789,50,200,19332,60,1913,313304,3668,3668,933916,8,16,2713,28,112,9794,55,1684,276126
202308,148,12700,C,Barnstable Town  MA ,252,252,158672,5,10,2003,4,13,3000,3,62,16023,211,211,134799,5,10,2003,4,13,3000,0,0,0
202308,148,14460,C,Boston-Cambridge-Newton  MA-NH ,2367,2367,927130,125,250,63309,80,268,62817,203,4959,1191277,1369,1369,585445,92,184,46290,70,236,55873,104,3474,987198
202308,148,31700,C,Manchester-Nashua  NH ,364,364,121264,20,40,11161,0,0,0,12,744,139826,199,199,76729,3,6,1195,0,0,0,11,494,84613
202308,148,39300,C,Providence-Warwick  RI-MA ,830,830,231707,65,130,16971,13,42,6064,8,263,32281,362,362,111605,29,58,8212,13,42,6064,6,248,30781
202308,148,49340,C,Worcester  MA-CT ,672,672,215248,44,88,12658,0,0,0,5,80,7134,425,425,146323,38,76,10601,0,0,0,4,75,6756
202308,150,14540,C,Bowling Green  KY ,578,578,155939,3,6,1162,8,30,3618,61,588,63619,577,577,155789,3,6,1162,7,27,3393,61,588,63619
202308,154,15180,C,Brownsville-Harlingen  TX ,983,983,177477,68,136,10428,12,40,5425,25,183,21668,63,63,19339,5,10,1120,1,4,550,3,21,5700
202308,160,15380,C,Buffalo-Cheektowaga  NY ,537,537,200476,21,42,5612,4,14,2350,23,303,53296,379,379,149785,19,38,5067,3,11,2125,15,200,30200
202308,162,15540,C,Burlington-South Burlington  VT ,291,291,95880,29,58,10294,5,15,3971,17,432,64031,211,211,74803,20,40,7166,4,12,3869,10,395,61515
202308,163,15980,C,Cape Coral-Fort Myers  FL ,4962,4962,1096453,124,248,35474,2,7,621,90,2854,541330,4962,4962,1096453,124,248,35474,2,7,621,90,2854,541330
202308,163,34940,C,Naples-Marco Island  FL ,2027,2027,1008983,4,8,4856,16,64,8766,16,235,61641,2027,2027,1008983,4,8,4856,16,64,8766,16,235,61641
202308,164,16020,C,Cape Girardeau  MO-IL ,51,51,15452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202308,168,16300,C,Cedar Rapids  IA ,273,273,70812,12,24,3597,11,42,5208,6,78,9705,250,250,64319,10,20,2897,9,36,4828,6,78,9705
202308,168,26980,C,Iowa City  IA ,283,283,98673,33,66,14810,6,21,4352,12,644,133711,228,228,83780,14,28,7258,1,4,887,7,604,129137
202308,170,16620,C,Charleston  WV ,126,126,20008,0,0,0,0,0,0,0,0,0,100,100,16946,0,0,0,0,0,0,0,0,0
202308,170,26580,C,Huntington-Ashland  WV-KY-OH ,157,157,35131,3,6,350,4,14,350,0,0,0,4,4,1406,3,6,350,4,14,350,0,0,0
