Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2011,01,001,3,6,Autauga County                ,106,106,24364539,0,0,0,0,0,0,0,0,0,106,106,24364539,0,0,0,0,0,0,0,0,0
2011,01,003,3,6,Baldwin County                ,738,738,133324049,0,0,0,0,0,0,2,18,730000,738,738,133324049,0,0,0,0,0,0,2,18,730000
2011,01,005,3,6,Barbour County                ,15,15,3753100,0,0,0,0,0,0,2,40,3613000,15,15,3753100,0,0,0,0,0,0,2,40,3613000
2011,01,007,3,6,Bibb County                   ,11,11,1889629,0,0,0,0,0,0,0,0,0,7,7,1210000,0,0,0,0,0,0,0,0,0
2011,01,009,3,6,Blount County                 ,2,2,763900,0,0,0,0,0,0,0,0,0,2,2,763900,0,0,0,0,0,0,0,0,0
2011,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,01,013,3,6,Butler County                 ,11,11,1501674,0,0,0,0,0,0,0,0,0,11,11,1501674,0,0,0,0,0,0,0,0,0
2011,01,015,3,6,Calhoun County                ,73,73,10290707,0,0,0,1,4,331564,1,6,240000,68,68,9150707,0,0,0,1,4,331564,1,6,240000
2011,01,017,3,6,Chambers County               ,2,2,425000,0,0,0,0,0,0,0,0,0,2,2,425000,0,0,0,0,0,0,0,0,0
2011,01,019,3,6,Cherokee County               ,9,9,1140637,0,0,0,0,0,0,3,40,3090000,9,9,1140637,0,0,0,0,0,0,3,40,3090000
2011,01,021,3,6,Chilton County                ,17,17,2344209,0,0,0,0,0,0,0,0,0,14,14,1944426,0,0,0,0,0,0,0,0,0
2011,01,023,3,6,Choctaw County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,01,025,3,6,Clarke County                 ,4,4,400000,0,0,0,0,0,0,0,0,0,3,3,245000,0,0,0,0,0,0,0,0,0
2011,01,027,3,6,Clay County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,01,029,3,6,Cleburne County               ,1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,0,0,0,0,0,0,0,0,0
2011,01,031,3,6,Coffee County                 ,96,96,14376220,0,0,0,0,0,0,12,120,8649352,95,95,14317220,0,0,0,0,0,0,12,120,8649352
2011,01,033,3,6,Colbert County                ,80,80,9917271,0,0,0,0,0,0,7,47,1171875,4,4,741500,0,0,0,0,0,0,6,42,1000000
2011,01,035,3,6,Conecuh County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,01,039,3,6,Covington County              ,17,17,1898000,0,0,0,0,0,0,0,0,0,17,17,1898000,0,0,0,0,0,0,0,0,0
2011,01,041,3,6,Crenshaw County               ,8,8,860575,0,0,0,0,0,0,0,0,0,8,8,860575,0,0,0,0,0,0,0,0,0
2011,01,043,3,6,Cullman County                ,67,67,5455845,1,2,153000,0,0,0,0,0,0,52,52,4638086,1,2,153000,0,0,0,0,0,0
2011,01,045,3,6,Dale County                   ,26,26,2238053,0,0,0,0,0,0,0,0,0,21,21,1360245,0,0,0,0,0,0,0,0,0
