Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202110,01,001,3,6,Autauga County                                              ,236,236,77201216,0,0,0,0,0,0,0,0,0,236,236,77201216,0,0,0,0,0,0,0,0,0
202110,01,007,3,6,Bibb County                                                 ,10,10,2585000,0,0,0,0,0,0,0,0,0,10,10,2585000,0,0,0,0,0,0,0,0,0
202110,01,009,3,6,Blount County                                               ,20,20,3383373,0,0,0,0,0,0,0,0,0,20,20,3383373,0,0,0,0,0,0,0,0,0
202110,01,021,3,6,Chilton County                                              ,135,135,20385711,0,0,0,0,0,0,0,0,0,131,131,19643787,0,0,0,0,0,0,0,0,0
202110,01,073,3,6,Jefferson County                                            ,1419,1419,443275289,1,2,2600000,1,3,300000,6,544,43665559,1200,1200,357127672,1,2,2600000,1,3,300000,6,544,43665559
202110,01,075,3,6,Lamar County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,01,081,3,6,Lee County                                                  ,1315,1315,364563363,17,34,6711382,7,28,3216046,22,358,47044877,952,952,275838457,16,32,6282112,7,28,3216046,14,269,34436360
202110,01,083,3,6,Limestone County                                            ,371,371,103509283,3,6,486000,8,26,2407160,4,126,7853555,369,369,103322379,3,6,486000,8,26,2407160,4,126,7853555
202110,01,089,3,6,Madison County                                              ,3519,3519,618780957,7,14,1179885,0,0,0,19,492,58916368,1068,1068,195584373,0,0,0,0,0,0,13,456,54713849
202110,01,113,3,6,Russell County                                              ,133,133,21239826,7,14,795879,0,0,0,0,0,0,133,133,21239826,7,14,795879,0,0,0,0,0,0
202110,01,115,3,6,St. Clair County                                            ,470,470,91217885,0,0,0,0,0,0,0,0,0,439,439,86084324,0,0,0,0,0,0,0,0,0
202110,01,117,3,6,Shelby County                                               ,1022,1022,316246237,0,0,0,0,0,0,0,0,0,917,917,286690146,0,0,0,0,0,0,0,0,0
202110,01,127,3,6,Walker County                                               ,37,37,6011342,0,0,0,0,0,0,0,0,0,37,37,6011342,0,0,0,0,0,0,0,0,0
202110,02,013,4,9,Aleutians East Borough                                      ,1,1,307521,0,0,0,0,0,0,0,0,0,1,1,307521,0,0,0,0,0,0,0,0,0
202110,02,016,4,9,Aleutians West Census Area                                  ,2,2,604355,1,2,345725,0,0,0,0,0,0,1,1,307521,0,0,0,0,0,0,0,0,0
202110,02,020,4,9,Anchorage Municipality                                      ,725,725,230219723,0,0,0,11,41,7076875,18,189,28738884,0,0,0,0,0,0,0,0,0,0,0,0
202110,02,050,4,9,Bethel Census Area                                          ,8,8,2460165,0,0,0,4,12,1752112,0,0,0,8,8,2460165,0,0,0,4,12,1752112,0,0,0
202110,02,060,4,9,Bristol Bay Borough                                         ,4,4,1230083,0,0,0,0,0,0,0,0,0,4,4,1230083,0,0,0,0,0,0,0,0,0
202110,02,070,4,9,Dillingham Census Area                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,02,090,4,9,Fairbanks North Star Borough                                ,18,18,5301590,0,0,0,5,18,2731589,0,0,0,18,18,5301590,0,0,0,5,18,2731589,0,0,0
202110,02,100,4,9,Haines Borough                                              ,11,11,1991916,0,0,0,0,0,0,0,0,0,6,6,1300083,0,0,0,0,0,0,0,0,0
202110,02,105,4,9,Hoonah-Angoon Census Area                                   ,2,2,615042,0,0,0,0,0,0,0,0,0,2,2,615042,0,0,0,0,0,0,0,0,0
