Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2021,01,001,3,6,Autauga County                ,277,277,91285887,0,0,0,0,0,0,0,0,0,277,277,91285887,0,0,0,0,0,0,0,0,0
2021,01,003,3,6,Baldwin County                ,3315,3315,817671698,0,0,0,0,0,0,16,390,26651706,3214,3214,800068080,0,0,0,0,0,0,16,390,26651706
2021,01,005,3,6,Barbour County                ,12,12,3017200,0,0,0,0,0,0,0,0,0,12,12,3017200,0,0,0,0,0,0,0,0,0
2021,01,007,3,6,Bibb County                   ,10,10,2585000,0,0,0,0,0,0,0,0,0,10,10,2585000,0,0,0,0,0,0,0,0,0
2021,01,009,3,6,Blount County                 ,24,24,4096860,1,2,223215,0,0,0,0,0,0,24,24,4096860,1,2,223215,0,0,0,0,0,0
2021,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,01,013,3,6,Butler County                 ,3,3,1019429,0,0,0,0,0,0,0,0,0,3,3,1019429,0,0,0,0,0,0,0,0,0
2021,01,015,3,6,Calhoun County                ,68,68,10514942,0,0,0,0,0,0,0,0,0,60,60,9824962,0,0,0,0,0,0,0,0,0
2021,01,017,3,6,Chambers County               ,9,9,1289000,0,0,0,0,0,0,0,0,0,9,9,1289000,0,0,0,0,0,0,0,0,0
2021,01,019,3,6,Cherokee County               ,24,24,3633000,0,0,0,0,0,0,0,0,0,4,4,1148000,0,0,0,0,0,0,0,0,0
2021,01,021,3,6,Chilton County                ,156,156,24618805,0,0,0,0,0,0,0,0,0,156,156,24618805,0,0,0,0,0,0,0,0,0
2021,01,023,3,6,Choctaw County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,01,025,3,6,Clarke County                 ,1,1,132820,0,0,0,0,0,0,0,0,0,1,1,132820,0,0,0,0,0,0,0,0,0
2021,01,027,3,6,Clay County                   ,5,5,832000,0,0,0,0,0,0,0,0,0,1,1,332000,0,0,0,0,0,0,0,0,0
2021,01,029,3,6,Cleburne County               ,1,1,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,01,031,3,6,Coffee County                 ,177,177,43811701,0,0,0,0,0,0,0,0,0,177,177,43811701,0,0,0,0,0,0,0,0,0
2021,01,033,3,6,Colbert County                ,221,221,26947948,0,0,0,0,0,0,0,0,0,2,2,450000,0,0,0,0,0,0,0,0,0
2021,01,035,3,6,Conecuh County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,01,039,3,6,Covington County              ,5,5,1319000,0,0,0,0,0,0,0,0,0,5,5,1319000,0,0,0,0,0,0,0,0,0
2021,01,041,3,6,Crenshaw County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,01,043,3,6,Cullman County                ,191,191,38135608,10,20,1385000,0,0,0,0,0,0,179,179,36455608,10,20,1385000,0,0,0,0,0,0
2021,01,045,3,6,Dale County                   ,40,40,6652448,0,0,0,0,0,0,0,0,0,23,23,4281456,0,0,0,0,0,0,0,0,0
2021,01,047,3,6,Dallas County                 ,21,21,3006010,0,0,0,0,0,0,0,0,0,3,3,410100,0,0,0,0,0,0,0,0,0
