Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2022,01,001,3,6,Autauga County                ,210,210,67761868,0,0,0,0,0,0,0,0,0,210,210,67761868,0,0,0,0,0,0,0,0,0
2022,01,003,3,6,Baldwin County                ,3141,3141,915168768,16,32,5113700,1,4,784685,10,240,18851000,3052,3052,899656670,16,32,5113700,1,4,784685,10,240,18851000
2022,01,005,3,6,Barbour County                ,20,20,6878600,0,0,0,0,0,0,0,0,0,20,20,6878600,0,0,0,0,0,0,0,0,0
2022,01,007,3,6,Bibb County                   ,9,9,3225000,0,0,0,0,0,0,0,0,0,9,9,3225000,0,0,0,0,0,0,0,0,0
2022,01,009,3,6,Blount County                 ,20,20,3607255,0,0,0,0,0,0,0,0,0,17,17,2894110,0,0,0,0,0,0,0,0,0
2022,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,01,013,3,6,Butler County                 ,1,1,323000,0,0,0,0,0,0,0,0,0,1,1,323000,0,0,0,0,0,0,0,0,0
2022,01,015,3,6,Calhoun County                ,76,76,12430207,1,2,125000,0,0,0,0,0,0,67,67,11575515,1,2,125000,0,0,0,0,0,0
2022,01,017,3,6,Chambers County               ,25,25,3633279,0,0,0,0,0,0,0,0,0,25,25,3633279,0,0,0,0,0,0,0,0,0
2022,01,019,3,6,Cherokee County               ,55,55,5584600,0,0,0,0,0,0,0,0,0,50,50,4523100,0,0,0,0,0,0,0,0,0
2022,01,021,3,6,Chilton County                ,163,163,34041170,0,0,0,0,0,0,0,0,0,163,163,34041170,0,0,0,0,0,0,0,0,0
2022,01,023,3,6,Choctaw County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,01,025,3,6,Clarke County                 ,2,2,570229,0,0,0,0,0,0,0,0,0,2,2,570229,0,0,0,0,0,0,0,0,0
2022,01,027,3,6,Clay County                   ,19,19,2342433,0,0,0,0,0,0,0,0,0,19,19,2342433,0,0,0,0,0,0,0,0,0
2022,01,029,3,6,Cleburne County               ,1,1,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,01,031,3,6,Coffee County                 ,164,164,42913900,0,0,0,0,0,0,0,0,0,164,164,42913900,0,0,0,0,0,0,0,0,0
2022,01,033,3,6,Colbert County                ,98,98,12772950,0,0,0,0,0,0,0,0,0,53,53,6920000,0,0,0,0,0,0,0,0,0
2022,01,035,3,6,Conecuh County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,01,039,3,6,Covington County              ,15,15,3456275,0,0,0,0,0,0,0,0,0,15,15,3456275,0,0,0,0,0,0,0,0,0
2022,01,041,3,6,Crenshaw County               ,1,1,500000,0,0,0,0,0,0,0,0,0,1,1,500000,0,0,0,0,0,0,0,0,0
2022,01,043,3,6,Cullman County                ,286,286,54167903,12,24,1670000,0,0,0,0,0,0,273,273,52347903,12,24,1670000,0,0,0,0,0,0
2022,01,045,3,6,Dale County                   ,37,37,5350434,0,0,0,0,0,0,0,0,0,25,25,3362850,0,0,0,0,0,0,0,0,0
