Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2020,01,001,3,6,Autauga County                ,332,332,105453108,0,0,0,0,0,0,0,0,0,332,332,105453108,0,0,0,0,0,0,0,0,0
2020,01,003,3,6,Baldwin County                ,3395,3395,817322441,7,14,2220389,0,0,0,14,205,35095317,3274,3274,797452554,7,14,2220389,0,0,0,14,205,35095317
2020,01,005,3,6,Barbour County                ,10,10,2535500,1,2,345000,0,0,0,0,0,0,10,10,2535500,1,2,345000,0,0,0,0,0,0
2020,01,007,3,6,Bibb County                   ,37,37,9632000,0,0,0,0,0,0,0,0,0,37,37,9632000,0,0,0,0,0,0,0,0,0
2020,01,009,3,6,Blount County                 ,23,23,3325710,0,0,0,0,0,0,0,0,0,22,22,3264316,0,0,0,0,0,0,0,0,0
2020,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,01,013,3,6,Butler County                 ,2,2,454965,0,0,0,0,0,0,0,0,0,2,2,454965,0,0,0,0,0,0,0,0,0
2020,01,015,3,6,Calhoun County                ,102,102,14985032,0,0,0,0,0,0,0,0,0,94,94,14295052,0,0,0,0,0,0,0,0,0
2020,01,017,3,6,Chambers County               ,19,19,1995000,0,0,0,0,0,0,0,0,0,19,19,1995000,0,0,0,0,0,0,0,0,0
2020,01,019,3,6,Cherokee County               ,29,29,4735834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,01,021,3,6,Chilton County                ,41,41,6011287,0,0,0,0,0,0,0,0,0,41,41,6011287,0,0,0,0,0,0,0,0,0
2020,01,023,3,6,Choctaw County                ,1,1,209076,0,0,0,0,0,0,0,0,0,1,1,209076,0,0,0,0,0,0,0,0,0
2020,01,025,3,6,Clarke County                 ,10,10,430000,0,0,0,0,0,0,0,0,0,10,10,430000,0,0,0,0,0,0,0,0,0
2020,01,027,3,6,Clay County                   ,3,3,375000,0,0,0,0,0,0,0,0,0,3,3,375000,0,0,0,0,0,0,0,0,0
2020,01,029,3,6,Cleburne County               ,1,1,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,01,031,3,6,Coffee County                 ,167,167,31351648,0,0,0,0,0,0,7,102,5917600,167,167,31351648,0,0,0,0,0,0,7,102,5917600
2020,01,033,3,6,Colbert County                ,197,197,23947558,0,0,0,0,0,0,0,0,0,2,2,400000,0,0,0,0,0,0,0,0,0
2020,01,035,3,6,Conecuh County                ,11,11,154000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,01,039,3,6,Covington County              ,7,7,1088000,0,0,0,0,0,0,0,0,0,7,7,1088000,0,0,0,0,0,0,0,0,0
2020,01,041,3,6,Crenshaw County               ,5,5,905000,0,0,0,0,0,0,0,0,0,5,5,905000,0,0,0,0,0,0,0,0,0
2020,01,043,3,6,Cullman County                ,143,143,26319547,0,0,0,1,3,148000,0,0,0,143,143,26319547,0,0,0,1,3,148000,0,0,0
2020,01,045,3,6,Dale County                   ,39,39,5728602,0,0,0,0,0,0,0,0,0,25,25,3774418,0,0,0,0,0,0,0,0,0
