Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2018,01,001,3,6,Autauga County                ,185,185,56148262,0,0,0,0,0,0,0,0,0,185,185,56148262,0,0,0,0,0,0,0,0,0
2018,01,003,3,6,Baldwin County                ,2459,2459,502077608,3,6,393370,3,12,1870926,28,570,110903040,2303,2303,463282763,3,6,393370,3,12,1870926,28,570,110903040
2018,01,005,3,6,Barbour County                ,6,6,1536900,0,0,0,0,0,0,0,0,0,6,6,1536900,0,0,0,0,0,0,0,0,0
2018,01,007,3,6,Bibb County                   ,13,13,2422591,0,0,0,0,0,0,0,0,0,4,4,165500,0,0,0,0,0,0,0,0,0
2018,01,009,3,6,Blount County                 ,7,7,1280871,0,0,0,1,4,223080,0,0,0,7,7,1280871,0,0,0,1,4,223080,0,0,0
2018,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,01,013,3,6,Butler County                 ,7,7,1652000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,01,015,3,6,Calhoun County                ,66,66,10158237,0,0,0,1,4,800000,0,0,0,55,55,8398917,0,0,0,1,4,800000,0,0,0
2018,01,017,3,6,Chambers County               ,15,15,1704438,0,0,0,0,0,0,0,0,0,15,15,1704438,0,0,0,0,0,0,0,0,0
2018,01,019,3,6,Cherokee County               ,8,8,1032770,0,0,0,0,0,0,0,0,0,4,4,632770,0,0,0,0,0,0,0,0,0
2018,01,021,3,6,Chilton County                ,39,39,4626676,0,0,0,0,0,0,5,56,5676300,39,39,4626676,0,0,0,0,0,0,5,56,5676300
2018,01,023,3,6,Choctaw County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,01,025,3,6,Clarke County                 ,7,7,1430620,0,0,0,0,0,0,0,0,0,4,4,980620,0,0,0,0,0,0,0,0,0
2018,01,027,3,6,Clay County                   ,3,3,211152,0,0,0,0,0,0,0,0,0,3,3,211152,0,0,0,0,0,0,0,0,0
2018,01,029,3,6,Cleburne County               ,1,1,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,01,031,3,6,Coffee County                 ,107,107,17343123,1,2,150000,1,3,199650,0,0,0,107,107,17343123,1,2,150000,1,3,199650,0,0,0
2018,01,033,3,6,Colbert County                ,160,160,19333194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,01,035,3,6,Conecuh County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,01,039,3,6,Covington County              ,15,15,2006000,0,0,0,0,0,0,0,0,0,15,15,2006000,0,0,0,0,0,0,0,0,0
2018,01,041,3,6,Crenshaw County               ,4,4,876500,0,0,0,0,0,0,0,0,0,4,4,876500,0,0,0,0,0,0,0,0,0
2018,01,043,3,6,Cullman County                ,118,118,15046400,7,14,746000,1,3,175000,0,0,0,89,89,13465400,7,14,746000,1,3,175000,0,0,0
2018,01,045,3,6,Dale County                   ,24,24,3001499,0,0,0,0,0,0,0,0,0,24,24,3001499,0,0,0,0,0,0,0,0,0
