Survey,State,6-Digit,County,MSA/,PMSA,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,CMSA,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8099,02,000500,020,,,,,12,12,ANCHORAGE CENSUS DIV * . . . . . .,809,809,71939809,56,112,6257397,20,72,3744057,11,75,4558771,809,809,71939809,56,112,6257397,20,72,3744057,11,75,4558771
8099,02,001000,080,,,,,12,12,CORDOVA-MCCARTHY CENSUS DIV. * . .,9,9,528700,0,0,0,1,3,80000,0,0,0,9,9,528700,0,0,0,1,3,80000,0,0,0
8099,02,002000,090,,,,,0,0,FAIRBANKS. . . . . . . . . . . . .,75,75,5227779,0,0,0,0,0,0,11,98,7132164,0,0,0,0,0,0,0,0,0,0,0,0
8099,02,002100,090,,,,,0,0,FAIRBANKS NORTH STAR BOROUGH . . .,293,293,13781072,16,32,1415435,0,0,0,8,52,1929593,0,0,0,0,0,0,0,0,0,0,0,0
8099,02,002300,110,,,,,12,12,JUNEAU CENSUS DIV. * . . . . . . .,178,178,14181307,16,32,1568373,4,15,582600,9,48,3840000,178,178,14181307,16,32,1568373,4,15,582600,9,48,3840000
8099,02,002400,100,,,,,12,12,HAINES . . . . . . . . . . . . . .,8,8,375000,0,0,0,0,0,0,0,0,0,8,8,375000,0,0,0,0,0,0,0,0,0
8099,02,002800,150,,,,,12,12,KODIAK . . . . . . . . . . . . . .,12,12,638167,3,6,258716,1,4,158777,2,19,450000,12,12,638167,3,6,258716,1,4,158777,2,19,450000
8099,02,003200,120,,,,,12,12,KENAI. . . . . . . . . . . . . . .,36,36,2355000,0,0,0,0,0,0,0,0,0,36,36,2355000,0,0,0,0,0,0,0,0,0
8099,02,003500,130,,,,,12,12,KETCHIKAN. . . . . . . . . . . . .,18,18,782730,2,4,100000,0,0,0,1,6,100000,18,18,782730,2,4,100000,0,0,0,1,6,100000
8099,02,004000,150,,,,,11,11,KODIAK ISLAND BOROUGH. . . . . . .,30,30,1693495,0,0,0,0,0,0,0,0,0,28,28,1561638,0,0,0,0,0,0,0,0,0
8099,02,004500,170,,,,,11,11,PALMER . . . . . . . . . . . . . .,25,25,1526231,0,0,0,0,0,0,0,0,0,23,23,1383715,0,0,0,0,0,0,0,0,0
8099,02,004700,280,,,,,11,11,PETERSBURG . . . . . . . . . . . .,16,16,1211487,0,0,0,0,0,0,0,0,0,15,15,1160032,0,0,0,0,0,0,0,0,0
8099,02,005000,120,,,,,12,12,SELDOVIA . . . . . . . . . . . . .,3,3,156260,0,0,0,0,0,0,0,0,0,3,3,156260,0,0,0,0,0,0,0,0,0
8099,02,005500,210,,,,,12,12,SEWARD . . . . . . . . . . . . . .,2,2,166000,0,0,0,0,0,0,0,0,0,2,2,166000,0,0,0,0,0,0,0,0,0
8099,02,006000,220,,,,,12,12,SITKA CENSUS DIV. *. . . . . . . .,46,46,3400625,10,20,964395,0,0,0,0,0,0,46,46,3400625,10,20,964395,0,0,0,0,0,0
8099,02,006100,230,,,,,12,12,SKAGWAY. . . . . . . . . . . . . .,3,3,148000,0,0,0,0,0,0,0,0,0,3,3,148000,0,0,0,0,0,0,0,0,0
8099,02,006200,120,,,,,12,12,SOLDOTNA . . . . . . . . . . . . .,26,26,1290000,0,0,0,1,3,125000,0,0,0,26,26,1290000,0,0,0,1,3,125000,0,0,0
8099,02,006500,260,,,,,11,11,VALDEZ . . . . . . . . . . . . . .,27,27,1496746,4,8,559600,0,0,0,0,0,0,25,25,1393805,4,8,559600,0,0,0,0,0,0
8099,02,007000,280,,,,,12,12,WRANGELL . . . . . . . . . . . . .,5,5,288000,0,0,0,0,0,0,0,0,0,5,5,288000,0,0,0,0,0,0,0,0,0
8099,04,000200,001,,,,,12,12,APACHE CO. UNINC. AREA # . . . . .,42,42,1050563,0,0,0,0,0,0,0,0,0,42,42,1050563,0,0,0,0,0,0,0,0,0
8099,04,000500,013,,,,,12,12,AVONDALE . . . . . . . . . . . . .,25,25,535188,0,0,0,1,4,20000,0,0,0,25,25,535188,0,0,0,1,4,20000,0,0,0
8099,04,000700,003,,,,,12,12,BENSON TOWN. . . . . . . . . . . .,17,17,597670,0,0,0,0,0,0,0,0,0,17,17,597670,0,0,0,0,0,0,0,0,0
8099,04,001100,003,,,,,12,12,BISBEE . . . . . . . . . . . . . .,2,2,129500,0,0,0,0,0,0,0,0,0,2,2,129500,0,0,0,0,0,0,0,0,0
8099,04,001500,013,,,,,12,12,BUCKEYE TOWN . . . . . . . . . . .,15,15,399000,0,0,0,0,0,0,9,60,1100000,15,15,399000,0,0,0,0,0,0,9,60,1100000
8099,04,002000,021,,,,,11,11,CASA GRANDE. . . . . . . . . . . .,108,108,3566364,0,0,0,3,11,259674,0,0,0,104,104,3486920,0,0,0,3,11,259674,0,0,0
8099,04,002500,013,,,,,12,12,CHANDLER . . . . . . . . . . . . .,1360,1360,39767468,3,6,114225,20,73,1150740,0,0,0,1360,1360,39767468,3,6,114225,20,73,1150740,0,0,0
8099,04,002600,025,,,,,12,12,CHINO VALLEY TOWN. . . . . . . . .,37,37,1210830,0,0,0,0,0,0,1,6,50000,37,37,1210830,0,0,0,0,0,0,1,6,50000
8099,04,002700,025,,,,,12,12,CLARKDALE TOWN . . . . . . . . . .,10,10,505850,0,0,0,0,0,0,0,0,0,10,10,505850,0,0,0,0,0,0,0,0,0
8099,04,003300,003,,,,,12,12,COCHISE CO. UNINC. AREA. . . . . .,230,230,8723703,0,0,0,0,0,0,0,0,0,230,230,8723703,0,0,0,0,0,0,0,0,0
8099,04,003400,005,,,,,12,12,COCONINO CO. UNINC. AREA # . . . .,402,402,16606052,1,2,61635,1,4,172119,0,0,0,402,402,16606052,1,2,61635,1,4,172119,0,0,0
8099,04,003500,021,,,,,12,12,COOLIDGE . . . . . . . . . . . . .,19,19,315090,0,0,0,0,0,0,0,0,0,19,19,315090,0,0,0,0,0,0,0,0,0
8099,04,003700,025,,,,,12,12,COTTONWOOD TOWN. . . . . . . . . .,29,29,893785,2,4,53000,3,9,135000,0,0,0,29,29,893785,2,4,53000,3,9,135000,0,0,0
8099,04,004000,003,,,,,12,12,DOUGLAS. . . . . . . . . . . . . .,51,51,3296108,0,0,0,0,0,0,0,0,0,51,51,3296108,0,0,0,0,0,0,0,0,0
8099,04,004400,013,,,,,0,0,EL MIRAGE TOWN . . . . . . . . . .,1,1,5737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8099,04,004500,021,,,,,12,12,ELOY . . . . . . . . . . . . . . .,4,4,108000,0,0,0,0,0,0,0,0,0,4,4,108000,0,0,0,0,0,0,0,0,0
8099,04,005000,005,,,,,12,12,FLAGSTAFF. . . . . . . . . . . . .,280,280,16208342,1,2,68946,1,4,201600,4,30,691016,280,280,16208342,1,2,68946,1,4,201600,4,30,691016
8099,04,005500,021,,,,,12,12,FLORENCE TOWN. . . . . . . . . . .,4,4,110500,0,0,0,0,0,0,0,0,0,4,4,110500,0,0,0,0,0,0,0,0,0
8099,04,005600,005,,,,,12,12,FREDONIA TOWN. . . . . . . . . . .,7,7,261000,0,0,0,0,0,0,0,0,0,7,7,261000,0,0,0,0,0,0,0,0,0
8099,04,005800,007,,,,,12,12,GILA CO. UNINC. AREA # . . . . . .,218,218,5938047,0,0,0,0,0,0,0,0,0,218,218,5938047,0,0,0,0,0,0,0,0,0
8099,04,005900,013,,,,,9,9,GILA BEND TOWN . . . . . . . . . .,4,4,75000,0,0,0,0,0,0,3,36,650000,4,4,75000,0,0,0,0,0,0,3,36,650000
8099,04,006000,013,,,,,12,12,GILBERT TOWN . . . . . . . . . . .,89,89,4290657,0,0,0,1,4,96000,0,0,0,89,89,4290657,0,0,0,1,4,96000,0,0,0
8099,04,006500,013,,,,,12,12,GLENDALE . . . . . . . . . . . . .,956,956,32604780,1,2,38157,7,27,399627,53,601,10561816,956,956,32604780,1,2,38157,7,27,399627,53,601,10561816
8099,04,007000,007,,,,,12,12,GLOBE. . . . . . . . . . . . . . .,18,18,517000,2,4,65000,2,6,85000,0,0,0,18,18,517000,2,4,65000,2,6,85000,0,0,0
8099,04,007500,013,,,,,12,12,GOODYEAR TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8099,04,007600,009,,,,,12,12,GRAHAM CO. UNINC. AREA # . . . . .,42,42,1741304,0,0,0,0,0,0,0,0,0,42,42,1741304,0,0,0,0,0,0,0,0,0
8099,04,007650,011,,,,,12,12,GREENLEE COUNTY *. . . . . . . . .,11,11,457700,0,0,0,0,0,0,0,0,0,11,11,457700,0,0,0,0,0,0,0,0,0
8099,04,007675,013,,,,,12,12,GUADALUPE TOWN . . . . . . . . . .,8,8,55800,0,0,0,0,0,0,0,0,0,8,8,55800,0,0,0,0,0,0,0,0,0
8099,04,007700,007,,,,,12,12,HAYDEN TOWN. . . . . . . . . . . .,1,1,37535,0,0,0,0,0,0,0,0,0,1,1,37535,0,0,0,0,0,0,0,0,0
8099,04,007900,017,,,,,11,11,HOLBROOK . . . . . . . . . . . . .,31,31,1262607,0,0,0,0,0,0,0,0,0,29,29,1179000,0,0,0,0,0,0,0,0,0
8099,04,008000,003,,,,,12,12,HUACHUCA TOWN. . . . . . . . . . .,8,8,245900,0,0,0,0,0,0,0,0,0,8,8,245900,0,0,0,0,0,0,0,0,0
8099,04,008500,025,,,,,12,12,JEROME TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8099,04,008700,021,,,,,12,12,KEARNY TOWN. . . . . . . . . . . .,4,4,199000,0,0,0,0,0,0,0,0,0,4,4,199000,0,0,0,0,0,0,0,0,0
8099,04,009000,015,,,,,12,12,KINGMAN. . . . . . . . . . . . . .,174,174,10674560,0,0,0,0,0,0,0,0,0,174,174,10674560,0,0,0,0,0,0,0,0,0
8099,04,009100,015,,,,,12,12,LAKE HAVASU CITY # . . . . . . . .,534,534,20140196,3,6,149034,6,24,539338,11,94,1275876,534,534,20140196,3,6,149034,6,24,539338,11,94,1275876
8099,04,009350,019,,,,,12,12,MARANA TOWN. . . . . . . . . . . .,1,1,33831,0,0,0,0,0,0,0,0,0,1,1,33831,0,0,0,0,0,0,0,0,0
8099,04,009500,013,,,,,12,12,MARICOPA CO. UNINC. AREA . . . . .,2292,2292,112844586,3,6,101200,23,90,2932388,12,82,2855278,2292,2292,112844586,3,6,101200,23,90,2932388,12,82,2855278
8099,04,010000,013,,,,,12,12,MESA . . . . . . . . . . . . . . .,1573,1573,33149429,87,174,4103250,33,124,2582250,35,1799,33225865,1573,1573,33149429,87,174,4103250,33,124,2582250,35,1799,33225865
8099,04,010500,007,,,,,12,12,MIAMI TOWN . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8099,04,010800,015,,,,,11,11,MOHAVE CO. UNINC. AREA # . . . . .,960,960,33372444,24,48,914526,7,27,554543,4,69,860265,909,909,31289069,24,48,914526,7,27,554543,4,69,860265
8099,04,010900,017,,,,,12,12,NAVAJO CO. UNINC. AREA . . . . . .,374,374,11279172,14,28,710408,0,0,0,0,0,0,374,374,11279172,14,28,710408,0,0,0,0,0,0
8099,04,011000,023,,,,,12,12,NOGALES. . . . . . . . . . . . . .,49,49,2179833,0,0,0,1,4,35000,1,48,1180128,49,49,2179833,0,0,0,1,4,35000,1,48,1180128
8099,04,011050,019,,,,,12,12,ORO VALLEY TOWN. . . . . . . . . .,12,12,830000,0,0,0,0,0,0,0,0,0,12,12,830000,0,0,0,0,0,0,0,0,0
8099,04,011100,013,,,,,12,12,PARADISE VALLEY TOWN . . . . . . .,115,115,14204895,0,0,0,0,0,0,0,0,0,115,115,14204895,0,0,0,0,0,0,0,0,0
8099,04,011200,027,,,,,12,12,PARKER TOWN. . . . . . . . . . . .,18,18,674140,0,0,0,0,0,0,0,0,0,18,18,674140,0,0,0,0,0,0,0,0,0
8099,04,011300,023,,,,,12,12,PATAGONIA. . . . . . . . . . . . .,3,3,62000,0,0,0,0,0,0,0,0,0,3,3,62000,0,0,0,0,0,0,0,0,0
8099,04,011400,007,,,,,12,12,PAYSON TOWN. . . . . . . . . . . .,113,113,2152020,3,6,126956,2,7,218637,0,0,0,113,113,2152020,3,6,126956,2,7,218637,0,0,0
8099,04,011500,013,,,,,12,12,PEORIA . . . . . . . . . . . . . .,229,229,5836537,0,0,0,0,0,0,0,0,0,229,229,5836537,0,0,0,0,0,0,0,0,0
8099,04,012000,013,,,,,12,12,PHOENIX. . . . . . . . . . . . . .,4388,4388,199887986,47,94,2077893,41,145,2761108,119,4764,96689149,4388,4388,199887986,47,94,2077893,41,145,2761108,119,4764,96689149
8099,04,012200,009,,,,,10,10,PIMA . . . . . . . . . . . . . . .,4,4,167790,0,0,0,0,0,0,0,0,0,4,4,167790,0,0,0,0,0,0,0,0,0
8099,04,012500,019,,,,,12,12,PIMA CO. UNINC. AREA . . . . . . .,3220,3220,163622879,7,14,361700,1,3,68800,5,649,10900500,3220,3220,163622879,7,14,361700,1,3,68800,5,649,10900500
8099,04,012700,021,,,,,12,12,PINAL CO. UNINC. AREA #. . . . . .,230,230,7499128,6,12,300000,16,62,939861,0,0,0,230,230,7499128,6,12,300000,16,62,939861,0,0,0
8099,04,013000,025,,,,,12,12,PRESCOTT . . . . . . . . . . . . .,185,185,6168168,2,4,58560,20,78,1312712,1,10,176000,185,185,6168168,2,4,58560,20,78,1312712,1,10,176000
8099,04,013300,025,,,,,12,12,PRESCOTT VALLEY TOWN (N) . . . . .,160,160,3272496,7,14,256916,6,20,324938,1,7,83028,160,160,3272496,7,14,256916,6,20,324938,1,7,83028
8099,04,013500,009,,,,,12,12,SAFFORD. . . . . . . . . . . . . .,28,28,1194700,0,0,0,1,4,80000,0,0,0,28,28,1194700,0,0,0,1,4,80000,0,0,0
