Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2016,01,001,3,6,Autauga County                ,169,169,45256130,0,0,0,0,0,0,0,0,0,169,169,45256130,0,0,0,0,0,0,0,0,0
2016,01,003,3,6,Baldwin County                ,2137,2137,399000143,17,34,4525229,37,137,15089250,17,212,71612677,1996,1996,364360481,17,34,4525229,37,137,15089250,17,212,71612677
2016,01,005,3,6,Barbour County                ,3,3,686200,0,0,0,0,0,0,0,0,0,3,3,686200,0,0,0,0,0,0,0,0,0
2016,01,007,3,6,Bibb County                   ,10,10,2355940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,01,009,3,6,Blount County                 ,14,14,2815172,0,0,0,0,0,0,0,0,0,14,14,2815172,0,0,0,0,0,0,0,0,0
2016,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,01,013,3,6,Butler County                 ,9,9,1345500,0,0,0,0,0,0,0,0,0,9,9,1345500,0,0,0,0,0,0,0,0,0
2016,01,015,3,6,Calhoun County                ,62,62,8433354,0,0,0,2,8,774240,1,7,370000,58,58,7620034,0,0,0,2,8,774240,1,7,370000
2016,01,017,3,6,Chambers County               ,12,12,1831637,0,0,0,0,0,0,0,0,0,9,9,1194137,0,0,0,0,0,0,0,0,0
2016,01,019,3,6,Cherokee County               ,6,6,609000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,01,021,3,6,Chilton County                ,24,24,3398050,0,0,0,0,0,0,0,0,0,24,24,3398050,0,0,0,0,0,0,0,0,0
2016,01,023,3,6,Choctaw County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,01,025,3,6,Clarke County                 ,5,5,919352,0,0,0,0,0,0,0,0,0,3,3,619352,0,0,0,0,0,0,0,0,0
2016,01,027,3,6,Clay County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,01,029,3,6,Cleburne County               ,1,1,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,01,031,3,6,Coffee County                 ,67,67,12420735,0,0,0,0,0,0,0,0,0,67,67,12420735,0,0,0,0,0,0,0,0,0
2016,01,033,3,6,Colbert County                ,136,136,16250478,0,0,0,0,0,0,0,0,0,2,2,105000,0,0,0,0,0,0,0,0,0
2016,01,035,3,6,Conecuh County                ,2,2,175000,0,0,0,0,0,0,0,0,0,2,2,175000,0,0,0,0,0,0,0,0,0
2016,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,01,039,3,6,Covington County              ,8,8,1377000,0,0,0,0,0,0,0,0,0,8,8,1377000,0,0,0,0,0,0,0,0,0
2016,01,041,3,6,Crenshaw County               ,4,4,870268,0,0,0,0,0,0,0,0,0,4,4,870268,0,0,0,0,0,0,0,0,0
2016,01,043,3,6,Cullman County                ,103,103,13818313,3,6,366000,1,4,270000,0,0,0,79,79,12509899,3,6,366000,1,4,270000,0,0,0
2016,01,045,3,6,Dale County                   ,23,23,2934325,0,0,0,0,0,0,0,0,0,18,18,2452450,0,0,0,0,0,0,0,0,0
