Survey , FIPS , FIPS , Region , Division , County ,   , 1-unit ,   ,   , 2-unit ,   ,   , 34unit ,   ,   , 5-unit ,   ,   , 1-unit rep ,   ,   , 2-unit rep ,   ,   , 34-unit rep ,   ,   , 5-unit rep ,   ,  
Date , State , County , Code , Code , Name , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  ,  Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value 

9799  ,     01  , 001  , 3  , 6  , Autauga County  , 199  , 199  , 11744922  , 0  , 0  , 0  , 13  , 52  , 1500000  , 0  , 0  , 0  , 199  , 199  , 11744922  , 0  , 0  , 0  , 13  , 52  , 1500000  , 0  , 0  , 0
9799  ,     01  , 003  , 3  , 6  , Baldwin County  , 1640  , 1640  , 192731195  , 42  , 84  , 7160224  , 0  , 0  , 0  , 25  , 582  , 49313571  , 1640  , 1640  , 192731195  , 42  , 84  , 7160224  , 0  , 0  , 0  , 25  , 582  , 49313571
9799  ,     01  , 005  , 3  , 6  , Barbour County  , 59  , 59  , 5436890  , 1  , 2  , 87360  , 0  , 0  , 0  , 0  , 0  , 0  , 59  , 59  , 5436890  , 1  , 2  , 87360  , 0  , 0  , 0  , 0  , 0  , 0
9799  ,     01  , 007  , 3  , 6  , Bibb County  , 4  , 4  , 220000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9799  ,     01  , 009  , 3  , 6  , Blount County  , 37  , 37  , 3709150  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 37  , 37  , 3709150  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9799  ,     01  , 011  , 3  , 6  , Bullock County  , 1  , 1  , 58000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 1  , 1  , 58000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9799  ,     01  , 013  , 3  , 6  , Butler County  , 18  , 18  , 1783875  , 0  , 0  , 0  , 0  , 0  , 0  , 6  , 40  , 1425000  , 18  , 18  , 1783875  , 0  , 0  , 0  , 0  , 0  , 0  , 6  , 40  , 1425000
9799  ,     01  , 015  , 3  , 6  , Calhoun County  , 155  , 155  , 13802563  , 2  , 4  , 160000  , 1  , 3  , 75000  , 12  , 70  , 3212869  , 59  , 59  , 4763053  , 2  , 4  , 160000  , 1  , 3  , 75000  , 0  , 0  , 0
9799  ,     01  , 017  , 3  , 6  , Chambers County  , 28  , 28  , 2581510  , 0  , 0  , 0  , 15  , 56  , 2016000  , 0  , 0  , 0  , 28  , 28  , 2581510  , 0  , 0  , 0  , 15  , 56  , 2016000  , 0  , 0  , 0
9799  ,     01  , 019  , 3  , 6  , Cherokee County  , 18  , 18  , 1337000  , 0  , 0  , 0  , 0  , 0  , 0  , 2  , 49  , 2009000  , 18  , 18  , 1337000  , 0  , 0  , 0  , 0  , 0  , 0  , 2  , 49  , 2009000
