"CDuid","CDdguid","CDname","CDtype","CDpop_2021","CDtdwell_2021","CDurdwell_2021","CDpop_2016","CDpop_2016a","CDtdwell_2016a","CDurdwell_2016a","CDarea","CDadj_2016","CDir_2016","CDir_2021","PRuid","CDcode","ERcode"
"3516","2021A00033516","Kawartha Lakes","CDR",79247,38947,32708,75423,75423,38444,31106,"3033.6565","0","0","0","35","16","20"
"3518","2021A00033518","Durham","RM",696992,250559,243048,645862,645862,233936,227906,"2521.1075","0","0","0","35","18","30"
"3519","2021A00033519","York","RM",1173334,405863,391034,1109909,1109909,369928,357084,"1758.2704","0","0","0","35","19","30"
"3520","2021A00033520","Toronto","CDR",2794356,1253238,1160892,2731571,2731571,1179057,1112929,"631.0983","0","0","0","35","20","30"
"3521","2021A00033521","Peel","RM",1451022,467970,450746,1381739,1381739,443919,430181,"1247.4494","0","0","0","35","21","30"
"3522","2021A00033522","Dufferin","CTY",66257,24388,23310,61735,61735,22888,21917,"1486.7709","0","0","0","35","22","40"
"3523","2021A00033523","Wellington","CTY",241026,97287,91822,222726,222726,90846,85281,"2665.361","0","0","0","35","23","40"
"3524","2021A00033524","Halton","RM",596637,214322,208601,548435,548435,198164,192977,"965.7063","0","0","0","35","24","30"
"3525","2021A00033525","Hamilton","CDR",569353,233564,222807,536917,536917,222918,211596,"1118.3101","0","0","0","35","25","50"
"3526","2021A00033526","Niagara","RM",477941,207926,195914,447888,447888,196241,183828,"1852.816","0","0","0","35","26","50"
"3528","2021A00033528","Haldimand-Norfolk","CDR",116872,50853,46365,109787,109787,48249,43559,"2883.8041","0","1","1","35","28","50"
"3529","2021A00033529","Brant","CDR",144771,58250,56202,134808,134808,54626,52722,"1094.1008","0","1","1","35","29","50"
"3530","2021A00033530","Waterloo","RM",587165,233253,222426,535154,535154,214299,203832,"1370.066","0","0","0","35","30","40"
"3531","2021A00033531","Perth","CTY",81565,34062,32772,76796,76812,31752,30718,"2218.2434","1","0","0","35","31","80"
"3532","2021A00033532","Oxford","CTY",121781,49445,47876,110862,110846,45345,44261,"2038.1811","1","0","0","35","32","60"
"3534","2021A00033534","Elgin","CTY",94752,38889,37278,88978,88978,36613,34995,"1878.5651","0","0","0","35","34","60"
"3536","2021A00033536","Chatham-Kent","CDR",104316,46921,44178,102042,102042,46287,43174,"2464.5252","0","0","0","35","36","70"
"3537","2021A00033537","Essex","CTY",422860,174446,165787,398953,398953,168569,159053,"1844.2076","0","0","0","35","37","70"
"3538","2021A00033538","Lambton","CTY",128154,60322,55205,126638,126638,59777,54481,"2999.9277","0","0","1","35","38","70"
"3539","2021A00033539","Middlesex","CTY",500563,216736,204157,455526,455526,203349,190045,"3317.7623","0","1","1","35","39","60"
"3540","2021A00033540","Huron","CTY",61366,29455,25334,59297,59297,28369,24194,"3398.2798","0","0","0","35","40","80"
"3541","2021A00033541","Bruce","CTY",73396,42592,31112,68147,68147,41183,28866,"4076.2211","0","0","0","35","41","80"
"3542","2021A00033542","Grey","CTY",100905,50183,42309,93830,93830,47560,39563,"4497.9271","0","0","0","35","42","80"
"3543","2021A00033543","Simcoe","CTY",533169,225087,202824,479650,479635,206536,183530,"4818.9317","1","0","0","35","43","40"
"3544","2021A00033544","Muskoka","DM",66674,47560,28571,60599,60614,46220,25437,"3839.4716","1","1","1","35","44","20"
"3546","2021A00033546","Haliburton","CTY",20571,21072,9714,18062,18062,21113,8443,"4009.4692","0","0","0","35","46","20"
"3547","2021A00033547","Renfrew","CTY",106365,51134,44952,102394,102394,49860,42779,"7357.9375","0","0","0","35","47","15"
"3548","2021A00033548","Nipissing","DIS",84716,41974,37252,83150,83150,41200,36050,"16986.1979","0","0","0","35","48","90"
"3549","2021A00033549","Parry Sound","DIS",46909,35640,20848,42824,42824,35226,18679,"9113.9209","0","0","0","35","49","90"
"3551","2021A00033551","Manitoulin","DIS",13935,9302,6144,13255,13255,9537,5748,"3073.5384","0","0","0","35","51","90"
"3552","2021A00033552","Sudbury","DIS",22368,13453,9915,21546,21546,12557,9375,"39896.7886","0","0","0","35","52","90"
"3553","2021A00033553","Greater Sudbury / Grand Sudbury","CDR",166128,76036,71525,161647,161647,75103,69200,"3196.8515","0","0","0","35","53","90"
"3554","2021A00033554","Timiskaming","DIS",31424,16290,14132,32251,32251,16862,14395,"13247.4013","0","0","0","35","54","90"
"3556","2021A00033556","Cochrane","DIS",77963,37667,33772,79682,79682,37974,34012,"139784.0277","0","0","0","35","56","90"
"3557","2021A00033557","Algoma","DIS",113777,59854,51709,114094,114094,60324,51071,"48281.364","0","1","1","35","57","90"
"3558","2021A00033558","Thunder Bay","DIS",146862,72510,64601,146048,146048,72551,62999,"102895.4821","0","0","0","35","58","95"
"3559","2021A00033559","Rainy River","DIS",19437,10679,8315,20110,20110,11217,8432,"15400.9494","0","0","0","35","59","95"
"3560","2021A00033560","Kenora","DIS",66000,32914,24818,65533,65533,31191,23931,"395432.0708","0","1","1","35","60","95"
"4601","2021A00034601","Division No.  1","CDR",20114,17862,8761,18534,18534,17236,8080,"14801.9514","0","0","0","46","01","10"
"4602","2021A00034602","Division No.  2","CDR",83878,29918,28643,75571,75571,26604,25466,"4420.9342","0","0","0","46","02","10"
"4603","2021A00034603","Division No.  3","CDR",57363,20814,19933,54796,54796,19419,18719,"5285.6468","0","0","0","46","03","20"
"4604","2021A00034604","Division No.  4","CDR",9665,4089,3580,9986,9986,4206,3702,"4489.2241","0","0","1","46","04","20"
"4605","2021A00034605","Division No.  5","CDR",13326,7027,5553,13176,13176,6945,5442,"8282.3784","0","0","0","46","05","30"
"4606","2021A00034606","Division No.  6","CDR",9906,4563,3965,10317,10317,4703,4102,"4024.1483","0","0","0","46","06","30"
"4607","2021A00034607","Division No.  7","CDR",70896,30404,28490,68746,68746,29333,27632,"6333.2089","0","0","0","46","07","30"
"4608","2021A00034608","Division No.  8","CDR",13877,4827,4453,13968,13968,5008,4638,"5843.8732","0","0","0","46","08","40"
"4609","2021A00034609","Division No.  9","CDR",24339,10119,9260,24391,24391,9807,9169,"3009.1729","0","0","0","46","09","40"
"4610","2021A00034610","Division No. 10","CDR",12913,4179,4048,11941,11941,3786,3678,"1914.1924","0","0","0","46","10","40"
"4611","2021A00034611","Division No. 11","CDR",753938,316807,301738,708823,708823,295343,282116,"569.3081","0","0","0","46","11","50"
"4612","2021A00034612","Division No. 12","CDR",24863,9777,9331,23683,23683,9300,8875,"1851.2792","0","0","0","46","12","10"
"4613","2021A00034613","Division No. 13","CDR",51643,22257,19767,49086,49086,20847,18426,"1662.2781","0","0","0","46","13","60"
"4614","2021A00034614","Division No. 14","CDR",19749,7573,7142,18621,18621,6967,6652,"2833.4059","0","0","0","46","14","60"
"4615","2021A00034615","Division No. 15","CDR",23304,11472,9193,21379,21379,10696,8564,"8744.5064","0","0","0","46","15","30"
"4616","2021A00034616","Division No. 16","CDR",9945,5087,4216,9848,9848,4986,4121,"4706.8256","0","0","0","46","16","70"
"4617","2021A00034617","Division No. 17","CDR",21996,11521,9468,22205,22205,11646,9459,"13630.5421","0","0","0","46","17","70"
"4618","2021A00034618","Division No. 18","CDR",26636,16310,11025,24036,24155,15528,10038,"11362.4446","1","0","0","46","18","60"
"4619","2021A00034619","Division No. 19","CDR",15381,7625,4825,16518,16399,7984,4817,"60536.434","1","0","1","46","19","80"
"4620","2021A00034620","Division No. 20","CDR",9634,4894,4174,9621,9621,4919,4177,"9825.7855","0","0","0","46","20","70"
"4621","2021A00034621","Division No. 21","CDR",21871,9632,8089,21983,21983,9162,7863,"42801.189","0","0","0","46","21","80"
"4622","2021A00034622","Division No. 22","CDR",42226,12478,10871,42165,42165,12356,10891,"89802.8195","0","0","1","46","22","80"
"4623","2021A00034623","Division No. 23","CDR",4690,2293,1529,8971,8971,2967,2423,"233578.6401","0","0","1","46","23","80"
"4701","2021A00034701","Division No.  1","CDR",30351,15608,12565,31766,31766,15738,12890,"14654.346","0","0","0","47","01","10"
"4702","2021A00034702","Division No.  2","CDR",22497,10642,9362,22825,22825,10741,9389,"16535.8761","0","0","0","47","02","10"
"4703","2021A00034703","Division No.  3","CDR",12262,6186,5198,12610,12610,6173,5358,"18319.1216","0","0","0","47","03","20"
"4704","2021A00034704","Division No.  4","CDR",10872,5337,4204,10854,10854,5262,4181,"21149.4466","0","0","0","47","04","20"
"4705","2021A00034705","Division No.  5","CDR",31583,15723,13383,31750,31750,15738,13560,"14441.6535","0","0","0","47","05","40"
"4706","2021A00034706","Division No.  6","CDR",276564,122908,111468,262837,262837,116531,105686,"17363.0414","0","0","0","47","06","10"
"4707","2021A00034707","Division No.  7","CDR",47413,23339,20082,47195,47195,22895,19760,"18707.3723","0","0","0","47","07","20"
"4708","2021A00034708","Division No.  8","CDR",30840,14833,12739,30718,30718,14534,12759,"22356.9062","0","0","0","47","08","20"
"4709","2021A00034709","Division No.  9","CDR",36047,18216,15454,35634,35634,18041,15297,"14851.2608","0","0","0","47","09","40"
"4710","2021A00034710","Division No. 10","CDR",16483,8226,6956,16563,16563,8427,6980,"11922.3345","0","0","0","47","10","40"
"4711","2021A00034711","Division No. 11","CDR",326109,139667,129032,303423,303423,129632,119128,"16602.5803","0","0","0","47","11","30"
"4712","2021A00034712","Division No. 12","CDR",23208,10216,9119,23986,23986,10076,9226,"13788.2243","0","0","0","47","12","30"
"4713","2021A00034713","Division No. 13","CDR",22047,10295,8740,23224,23224,10510,9107,"17182.1239","0","0","0","47","13","30"
"4714","2021A00034714","Division No. 14","CDR",35428,18070,14968,36096,36096,18261,15225,"33676.061","0","0","0","47","14","50"
"4715","2021A00034715","Division No. 15","CDR",88988,39512,33385,85908,85908,38751,32232,"19399.0292","0","0","0","47","15","50"
"4716","2021A00034716","Division No. 16","CDR",37993,19000,14886,37999,37999,18762,14663,"21607.4191","0","0","0","47","16","50"
"4717","2021A00034717","Division No. 17","CDR",47834,23104,17565,47900,47900,22846,16947,"22222.6674","0","0","0","47","17","50"
"4718","2021A00034718","Division No. 18","CDR",35986,12843,10475,37064,37064,12664,10234,"262280.9401","0","0","1","47","18","60"
"4801","2021A00034801","Division No.  1","CDR",82513,36097,33807,82627,82627,35331,33230,"20277.5235","0","0","0","48","01","10"
"4802","2021A00034802","Division No.  2","CDR",178513,70936,66523,169729,169729,66991,62823,"17456.3337","0","0","0","48","02","10"
"4803","2021A00034803","Division No.  3","CDR",40768,16229,14163,38956,38956,15405,13378,"13725.0719","0","0","0","48","03","10"
"4804","2021A00034804","Division No.  4","CDR",9220,4293,3623,9573,9573,4174,3739,"21055.2056","0","0","0","48","04","20"
